Library,Protocol,Messages Sent,Payload Length,Pub Delay,Pub Interval,Num Subscribers,Messages Received,Total Time,Throughput,Payload Throughput,Min Latency,Avg Latency,P90 Latency,P99 Latency,Max Latency,Mean Jitter,Median CPU,Median MEM
nanomsg,ipc,5000,64000,1000,1000,1,5000.0,5.33249,937.64882,60.00952,30144.0,33828.5,34304.0,36992.0,172992.0,627.25,4.5,0.00262
nng,ipc,5000,64000,1000,1000,1,5000.0,5.33565,937.09385,59.97401,36288.0,45707.0,51584.0,58048.0,238272.0,2722.0,4.75,0.00514
zeromq,ipc,5000,128000,1000,1000,1,5000.0,5.34414,935.60464,119.75739,54720.0,64858.25,64384.0,113728.0,542464.0,1644.0,8.25,0.00349
nanomsg,ipc,5000,128000,1000,1000,1,5000.0,5.38399,928.67859,118.87086,46592.0,49607.5,50112.0,54144.0,372416.0,788.5,6.0,0.00313
nng,ipc,5000,128000,1000,1000,1,5000.0,5.5603,899.23621,115.10224,52480.0,99265.75,105536.0,142656.0,325824.0,8239.75,12.0,0.00691
zeromq,ipc,5000,256000,1000,1000,1,5000.0,5.44253,918.68956,235.18453,87232.0,107958.5,102976.0,256576.0,1522560.0,3246.25,14.0,0.00475
nanomsg,ipc,5000,256000,1000,1000,1,5000.0,6.11704,817.39163,209.25226,169920.0,190455.25,192384.0,200576.0,665728.0,1920.25,19.75,0.0035
nng,ipc,5000,256000,1000,1000,1,5000.0,6.05919,825.19328,211.24948,106240.0,204566.5,216384.0,268480.0,554240.0,8440.75,21.75,0.01022
zeromq,ipc,5000,512000,1000,1000,1,5000.0,5.64134,886.31385,453.79269,163456.0,189692.0,175296.0,508288.0,2617280.0,4734.0,23.5,0.00771
nanomsg,ipc,5000,512000,1000,1000,1,5000.0,7.24288,690.33461,353.45132,374336.0,413454.25,418240.0,435456.0,892288.0,4553.0,36.0,0.00463
nng,ipc,5000,512000,1000,1000,1,5000.0,6.9671,717.65994,367.44189,206592.0,470992.25,550976.0,616512.0,987456.0,28953.0,41.9,0.01685
zeromq,tcp,5000,1000,1000,0,1,5000.0,0.27765,18007.89496,18.00789,19584.0,25265.75,28096.0,30336.0,221056.0,3089.5,34.6125,0.0026
nanomsg,tcp,5000,1000,1000,0,1,5000.0,0.28241,17729.40057,17.7294,20992.0,452821.5,785600.0,867136.0,904960.0,25735.0,18.5625,0.00218
nng,tcp,5000,1000,1000,0,1,4993.75,0.30348,16456.87134,16.45687,19648.0,42823.5,33792.0,542784.0,1450880.0,4296.5,55.875,0.00331
zeromq,tcp,5000,2000,1000,0,1,5000.0,0.27823,17970.63463,35.94127,19776.0,36864.75,27904.0,552320.0,1190208.0,3877.75,33.0875,0.0026
nanomsg,tcp,5000,2000,1000,0,1,5000.0,0.28145,17804.21031,35.60842,49856.0,460223.5,794240.0,877632.0,1834112.0,49632.25,12.3125,0.00211
nng,tcp,5000,2000,1000,0,1,5000.0,0.30214,16552.21098,33.10442,19264.0,30807.0,33920.0,44544.0,316736.0,2319.25,57.15,0.00328
zeromq,tcp,5000,4000,1000,0,1,5000.0,0.27788,17993.36418,71.97346,21056.0,25401.0,27136.0,30400.0,245184.0,1345.0,33.3625,0.00263
nanomsg,tcp,5000,4000,1000,0,1,5000.0,0.28755,17417.16842,69.66867,20224.0,131183.0,215360.0,242048.0,296512.0,24045.25,23.3125,0.00218
nng,tcp,5000,4000,1000,0,1,5000.0,0.30577,16355.9382,65.42375,20608.0,31064.25,35136.0,42880.0,152256.0,2196.25,67.15,0.00343
zeromq,tcp,5000,8000,1000,0,1,5000.0,0.27796,17988.16709,143.90533,23488.0,27798.25,30272.0,37952.0,205376.0,2089.5,34.825,0.00268
nanomsg,tcp,5000,8000,1000,0,1,5000.0,0.29017,17241.90158,137.93521,23424.0,79575.75,131200.0,135744.0,290880.0,23652.0,21.175,0.00221
nng,tcp,5000,8000,1000,0,1,5000.0,0.30562,16361.8501,130.8948,22336.0,33503.5,37248.0,47360.0,509440.0,2537.25,64.625,0.00353
zeromq,tcp,5000,16000,1000,0,1,5000.0,0.27874,17937.97952,287.00767,26944.0,36147.75,40064.0,56064.0,285248.0,3631.0,44.425,0.00279
nanomsg,tcp,5000,16000,1000,0,1,5000.0,0.29621,16880.01636,270.08026,20480.0,25228.5,27776.0,38080.0,95040.0,2638.0,31.7875,0.00221
nng,tcp,5000,16000,1000,0,1,5000.0,0.31043,16107.28231,257.71652,25344.0,34606.5,38016.0,47296.0,341888.0,2320.75,72.075,0.00393
zeromq,tcp,5000,32000,1000,0,1,5000.0,0.29397,17008.26385,544.26445,33728.0,39661.5,42112.0,46464.0,167232.0,680.5,48.3875,0.00292
nanomsg,tcp,5000,32000,1000,0,1,5000.0,0.3109,16084.86211,514.71559,27584.0,44492.5,59840.0,65600.0,135168.0,18002.5,52.275,0.00243
nng,tcp,5000,32000,1000,0,1,5000.0,0.32347,15460.04773,494.72153,27072.0,37553.75,40960.0,54336.0,500160.0,2915.0,72.075,0.00453
zeromq,tcp,5000,64000,1000,0,1,5000.0,0.30993,16133.12529,1032.52002,44608.0,51296.75,55040.0,71424.0,223616.0,1430.5,99.525,0.00325
nanomsg,tcp,5000,64000,1000,0,1,4998.25,0.33597,14877.39269,952.15313,33792.0,51753.75,72832.0,85568.0,452544.0,23336.5,57.3,0.0029
nng,tcp,5000,64000,1000,0,1,5000.0,0.35343,14148.57462,905.50878,37440.0,48201.75,55552.0,80896.0,544704.0,4761.75,74.575,0.00544
zeromq,tcp,5000,128000,1000,0,1,5000.0,0.34833,14354.20267,1837.33794,64640.0,76182.5,96064.0,144000.0,389312.0,6487.0,136.875,0.00391
nanomsg,tcp,5000,128000,1000,0,1,4999.25,0.42077,11884.27391,1521.18706,52544.0,58902.0,62400.0,102656.0,390656.0,2502.5,89.6625,0.00308
nng,tcp,5000,128000,1000,0,1,5000.0,0.61885,8079.72185,1034.20439,71232.0,102071.5,115136.0,152576.0,405952.0,7876.0,109.3625,0.00726
zeromq,tcp,5000,256000,1000,0,1,5000.0,0.50221,9971.97496,2552.82559,86464.0,145483.0,179904.0,337600.0,976064.0,18240.0,148.15,0.00543
nanomsg,tcp,5000,256000,1000,0,1,4999.25,1.18299,4226.7449,1082.04669,177728.0,204161.25,211968.0,236480.0,678784.0,5842.5,109.6,0.00391
nng,tcp,5000,256000,1000,0,1,5000.0,1.02706,5252.30231,1344.58939,99200.0,200113.0,234304.0,320128.0,746688.0,21195.25,125.6,0.01408
zeromq,tcp,5000,512000,1000,0,1,5000.0,0.87389,5723.03031,2930.19152,174528.0,266027.0,336576.0,612736.0,1351872.0,96037.5,158.05,0.00865
nanomsg,tcp,5000,512000,1000,0,1,4965.25,2.0654,2404.42976,1231.06804,168320.0,425121.75,458688.0,628096.0,1306112.0,40004.75,128.2875,0.00494
nng,tcp,5000,512000,1000,0,1,5000.0,1.41974,3940.39758,2017.48357,180672.0,317539.25,431872.0,659584.0,1206464.0,50883.25,148.9375,0.02502
zeromq,tcp,5000,1000,1000,200,1,5000.0,1.25017,3999.46953,3.99947,20352.0,25949.25,27712.0,30272.0,272192.0,2238.75,13.725,0.00259
nanomsg,tcp,5000,1000,1000,200,1,5000.0,1.2511,3996.48747,3.99649,17024.0,21858.0,22016.0,25088.0,315520.0,842.0,10.0,0.00224
nng,tcp,5000,1000,1000,200,1,5000.0,1.25927,3970.61254,3.97061,23296.0,29611.0,32064.0,38720.0,369344.0,1975.5,18.6125,0.0033
zeromq,tcp,5000,2000,1000,200,1,5000.0,1.25016,3999.48779,7.99898,19584.0,25733.75,28672.0,30848.0,472256.0,3155.0,17.425,0.00257
nanomsg,tcp,5000,2000,1000,200,1,5000.0,1.25036,3998.85003,7.9977,22144.0,4049427.0,7284864.0,8015936.0,8160192.0,480238.25,10.0,0.00225
nng,tcp,5000,2000,1000,200,1,5000.0,1.26395,3956.02948,7.91206,21440.0,29452.75,31168.0,39104.0,315776.0,2513.75,16.1625,0.00324
zeromq,tcp,5000,4000,1000,200,1,5000.0,1.25004,3999.88149,15.99953,20544.0,25244.25,26560.0,29888.0,195136.0,1346.5,16.175,0.00258
nanomsg,tcp,5000,4000,1000,200,1,5000.0,1.25075,3997.59858,15.99039,18368.0,20777.75,22080.0,24384.0,68096.0,745.5,12.475,0.00217
nng,tcp,5000,4000,1000,200,1,5000.0,1.26246,3960.63295,15.84253,23040.0,30459.75,32128.0,39488.0,399744.0,2201.25,17.3375,0.00331
zeromq,tcp,5000,8000,1000,200,1,5000.0,1.25002,3999.93535,31.99948,22528.0,27136.0,28416.0,31552.0,339328.0,1320.25,16.1875,0.0026
nanomsg,tcp,5000,8000,1000,200,1,5000.0,1.25104,3996.65838,31.97326,22272.0,527951.5,1017152.0,1024064.0,1335616.0,219101.25,10.0,0.00222
nng,tcp,5000,8000,1000,200,1,5000.0,1.28852,3880.86758,31.04694,22976.0,30665.25,33344.0,41216.0,315456.0,2480.5,16.15,0.00339
zeromq,tcp,5000,16000,1000,200,1,5000.0,1.2505,3998.39079,63.97425,29120.0,35330.25,36864.0,41536.0,383552.0,2283.25,19.9375,0.00271
nanomsg,tcp,5000,16000,1000,200,1,5000.0,1.25132,3995.78756,63.9326,26240.0,403480.75,767680.0,775744.0,826112.0,293174.0,13.7125,0.00236
nng,tcp,5000,16000,1000,200,1,5000.0,1.26651,3947.99713,63.16795,26496.0,33448.25,36416.0,42176.0,402240.0,1967.5,17.375,0.00365
zeromq,tcp,5000,32000,1000,200,1,5000.0,1.25074,3997.65069,127.92482,31872.0,38798.5,40384.0,44544.0,276992.0,1061.5,20.0,0.00283
nanomsg,tcp,5000,32000,1000,200,1,5000.0,1.30515,3831.28142,122.60101,28352.0,157884.5,286336.0,290368.0,1018880.0,167018.75,13.725,0.00246
nng,tcp,5000,32000,1000,200,1,5000.0,1.32194,3782.36207,121.03559,28992.0,37117.25,40768.0,47424.0,286528.0,2367.25,19.85,0.00409
zeromq,tcp,5000,64000,1000,200,1,5000.0,1.29979,3846.76864,246.19319,43072.0,50816.5,51776.0,59776.0,306944.0,1209.25,24.9375,0.00311
nanomsg,tcp,5000,64000,1000,200,1,5000.0,1.33426,3747.39037,239.83298,34048.0,71647.25,104576.0,109632.0,507712.0,64587.25,17.475,0.00273
nng,tcp,5000,64000,1000,200,1,5000.0,1.34357,3721.48618,238.17512,39424.0,47471.75,52288.0,64576.0,342528.0,2771.0,19.95,0.00517
zeromq,tcp,5000,128000,1000,200,1,5000.0,1.34526,3716.75869,475.74511,59712.0,73323.25,73408.0,126976.0,378944.0,3363.75,37.325,0.00354
nanomsg,tcp,5000,128000,1000,200,1,5000.0,1.41349,3537.48101,452.79757,51456.0,57437.0,58304.0,64384.0,418944.0,1011.5,28.6625,0.00307
nng,tcp,5000,128000,1000,200,1,5000.0,1.59956,3125.88402,400.11315,71872.0,102212.5,111360.0,141568.0,409408.0,8740.0,43.5375,0.00668
zeromq,tcp,5000,256000,1000,200,1,5000.0,1.4328,3489.65866,893.35262,97728.0,117607.75,113920.0,251392.0,953472.0,4035.0,54.775,0.00497
nanomsg,tcp,5000,256000,1000,200,1,4999.75,2.18976,2283.27788,584.51914,179776.0,205163.75,207680.0,234432.0,1170304.0,4041.75,59.75,0.0035
nng,tcp,5000,256000,1000,200,1,5000.0,2.1152,2363.94765,605.1706,109248.0,216502.5,242752.0,293056.0,1059200.0,14132.5,69.6,0.00985
zeromq,tcp,5000,512000,1000,200,1,5000.0,1.63692,3054.5193,1563.91388,167488.0,202533.0,194688.0,490048.0,1095104.0,4222.0,90.925,0.00654
nanomsg,tcp,5000,512000,1000,200,1,4999.75,3.03076,1649.79217,844.69359,421248.0,450177.25,455680.0,491136.0,1005888.0,4564.0,95.8875,0.0047
nng,tcp,5000,512000,1000,200,1,5000.0,3.23518,1545.51085,791.30156,231296.0,460667.0,475712.0,604480.0,1140736.0,15844.0,89.5375,0.01626
zeromq,tcp,5000,1000,1000,400,1,5000.0,2.27244,2200.28134,2.20028,21440.0,26536.25,27584.0,29824.0,133632.0,1093.25,8.75,0.00256
nanomsg,tcp,5000,1000,1000,400,1,5000.0,2.28622,2187.04396,2.18704,18560.0,3660118.5,6608640.0,7288000.0,7445888.0,223143.0,5.625,0.00219
nng,tcp,5000,1000,1000,400,1,5000.0,2.30209,2171.9377,2.17194,23872.0,32879.25,36224.0,43520.0,448064.0,2692.75,8.75,0.00326
zeromq,tcp,5000,2000,1000,400,1,5000.0,2.27246,2200.25705,4.40052,22400.0,27395.25,28480.0,30784.0,360704.0,1258.5,8.75,0.00262
nanomsg,tcp,5000,2000,1000,400,1,5000.0,2.27765,2195.27976,4.39056,21056.0,5491211.0,9910144.0,10926720.0,11027584.0,657625.25,5.0,0.00219
nng,tcp,5000,2000,1000,400,1,5000.0,2.30646,2167.82424,4.33564,21952.0,30948.0,34240.0,41088.0,333440.0,3043.75,7.5,0.00334
zeromq,tcp,5000,4000,1000,400,1,5000.0,2.27242,2200.29404,8.80118,22656.0,28519.5,30016.0,31872.0,496384.0,1707.0,7.5,0.00262
nanomsg,tcp,5000,4000,1000,400,1,5000.0,2.28847,2184.90543,8.73962,20608.0,937077.25,1727296.0,1843264.0,2218496.0,213352.25,5.0,0.00222
nng,tcp,5000,4000,1000,400,1,5000.0,2.30504,2169.16846,8.67667,23744.0,32168.0,35328.0,43136.0,376512.0,2737.75,10.0,0.00325
zeromq,tcp,5000,8000,1000,400,1,5000.0,2.27242,2200.29578,17.60236,22464.0,27196.5,28544.0,31296.0,356800.0,1584.75,6.875,0.0026
nanomsg,tcp,5000,8000,1000,400,1,5000.0,2.29614,2177.63829,17.42111,21376.0,481577.75,931776.0,937920.0,1187008.0,201392.75,5.0,0.00222
nng,tcp,5000,8000,1000,400,1,5000.0,2.30387,2170.26561,17.36212,25280.0,32113.75,35392.0,41408.0,456704.0,2001.25,8.75,0.00347
zeromq,tcp,5000,16000,1000,400,1,5000.0,2.2727,2200.02484,35.2004,29120.0,35011.0,36480.0,39744.0,564480.0,2407.5,10.0,0.00274
nanomsg,tcp,5000,16000,1000,400,1,5000.0,2.29596,2177.80836,34.84493,22976.0,253129.5,481664.0,483776.0,768512.0,181019.0,6.25,0.00222
nng,tcp,5000,16000,1000,400,1,5000.0,2.30804,2166.33643,34.66138,25472.0,34071.5,37632.0,42816.0,490240.0,3244.25,10.0,0.00366
zeromq,tcp,5000,32000,1000,400,1,5000.0,2.28902,2184.33808,69.89882,33088.0,39604.5,40704.0,44032.0,395584.0,1677.75,10.0,0.0029
nanomsg,tcp,5000,32000,1000,400,1,5000.0,2.30778,2166.58054,69.33058,24448.0,29477.0,30080.0,33472.0,481280.0,1461.75,8.75,0.0024
nng,tcp,5000,32000,1000,400,1,5000.0,2.31846,2156.63116,69.0122,28992.0,36585.25,38528.0,46144.0,418368.0,2066.0,11.25,0.00413
zeromq,tcp,5000,64000,1000,400,1,5000.0,2.30742,2166.92006,138.68288,43200.0,50712.5,51840.0,57856.0,473600.0,1288.0,15.0,0.0031
nanomsg,tcp,5000,64000,1000,400,1,5000.0,2.33411,2142.14328,137.09717,33536.0,96259.25,153728.0,158400.0,511872.0,114510.25,10.0,0.00264
nng,tcp,5000,64000,1000,400,1,5000.0,2.35938,2119.20364,135.62903,37248.0,47994.0,54336.0,60608.0,474368.0,5251.25,13.75,0.00512
zeromq,tcp,5000,128000,1000,400,1,5000.0,2.3418,2135.11226,273.29437,63616.0,73622.75,73920.0,124224.0,425920.0,3569.0,20.0,0.00369
nanomsg,tcp,5000,128000,1000,400,1,5000.0,2.41749,2068.29508,264.74177,49088.0,56765.75,57600.0,62912.0,440128.0,1172.0,15.625,0.00311
nng,tcp,5000,128000,1000,400,1,5000.0,2.5805,1937.79805,248.03815,69056.0,100204.75,108736.0,144128.0,499584.0,6916.25,24.9875,0.0067
zeromq,tcp,5000,256000,1000,400,1,5000.0,2.43211,2055.82708,526.29173,102720.0,117100.25,114240.0,239168.0,597568.0,3333.75,33.0875,0.00466
nanomsg,tcp,5000,256000,1000,400,1,5000.0,3.18837,1568.25796,401.47404,179520.0,204328.5,207744.0,221376.0,713600.0,3786.25,39.925,0.00346
nng,tcp,5000,256000,1000,400,1,5000.0,3.1146,1605.35959,410.97206,104128.0,217893.0,245568.0,296640.0,624384.0,14155.0,44.9,0.00981
zeromq,tcp,5000,512000,1000,400,1,5000.0,2.58092,1937.29631,991.89571,170112.0,202807.75,192448.0,488576.0,1071616.0,3524.25,57.925,0.0064
nanomsg,tcp,5000,512000,1000,400,1,4999.75,4.02783,1241.33601,635.56404,427328.0,451738.75,455360.0,480512.0,1309504.0,3297.0,69.9,0.00463
nng,tcp,5000,512000,1000,400,1,5000.0,4.22246,1184.15134,606.28549,213568.0,468116.75,533184.0,603008.0,1982592.0,20197.75,69.7,0.01606
zeromq,tcp,5000,1000,1000,600,1,5000.0,3.28175,1523.57653,1.52357,21248.0,27058.5,27968.0,33152.0,767616.0,1570.75,5.3625,0.00254
nanomsg,tcp,5000,1000,1000,600,1,5000.0,3.29443,1517.71126,1.51771,17088.0,21763.5,22208.0,24768.0,124992.0,632.75,4.5375,0.00215
nng,tcp,5000,1000,1000,600,1,5000.0,3.30507,1512.82974,1.51283,23808.0,34741.5,39552.0,46848.0,136960.0,3973.25,6.6375,0.00329
zeromq,tcp,5000,2000,1000,600,1,5000.0,3.28084,1523.99912,3.048,22784.0,27747.0,28928.0,32256.0,233152.0,1335.0,6.1875,0.00259
nanomsg,tcp,5000,2000,1000,600,1,5000.0,3.28874,1520.35992,3.04072,18496.0,2727963.5,4925184.0,5429120.0,5557312.0,316357.75,3.3,0.00218
nng,tcp,5000,2000,1000,600,1,5000.0,3.30548,1512.63774,3.02527,24576.0,35120.25,40192.0,48000.0,130048.0,4019.5,5.7875,0.00324
zeromq,tcp,5000,4000,1000,600,1,5000.0,3.28101,1523.92105,6.09568,22720.0,28726.0,30400.0,32576.0,99520.0,1524.0,5.3625,0.00256
nanomsg,tcp,5000,4000,1000,600,1,5000.0,3.28405,1522.53991,6.09016,21440.0,2899355.5,5094528.0,5680192.0,5863680.0,612802.25,4.975,0.00217
nng,tcp,5000,4000,1000,600,1,5000.0,3.30801,1511.48335,6.04593,22528.0,35001.75,40704.0,46784.0,119744.0,4184.0,6.6,0.00332
zeromq,tcp,5000,8000,1000,600,1,5000.0,3.28516,1521.99633,12.17597,25408.0,31279.75,33280.0,34944.0,173824.0,1889.5,6.1875,0.00265
nanomsg,tcp,5000,8000,1000,600,1,5000.0,3.29587,1517.06393,12.13651,21696.0,682154.5,1328896.0,1337856.0,1953152.0,290477.5,5.375,0.0023
nng,tcp,5000,8000,1000,600,1,5000.0,3.30755,1511.69203,12.09354,25280.0,35697.5,41024.0,48320.0,121088.0,3446.25,6.625,0.00346
zeromq,tcp,5000,16000,1000,600,1,5000.0,3.28506,1522.04401,24.3527,29248.0,34923.5,36480.0,39104.0,444672.0,2233.5,6.6,0.00265
nanomsg,tcp,5000,16000,1000,600,1,5000.0,3.3039,1513.37585,24.21401,24256.0,357187.0,685248.0,686720.0,749696.0,262117.75,4.95,0.00228
nng,tcp,5000,16000,1000,600,1,5000.0,3.31103,1510.10683,24.16171,27456.0,36827.75,40704.0,49856.0,131968.0,3306.5,6.65,0.00359
zeromq,tcp,5000,32000,1000,600,1,5000.0,3.29209,1518.79184,48.60134,33728.0,39216.75,40384.0,43200.0,278016.0,1089.75,7.0375,0.0028
nanomsg,tcp,5000,32000,1000,600,1,5000.0,3.30981,1510.66193,48.34118,32960.0,527545.5,1018688.0,1020672.0,1060544.0,652656.0,4.125,0.00244
nng,tcp,5000,32000,1000,600,1,5000.0,3.32154,1505.32562,48.17042,30912.0,41531.75,46912.0,54400.0,159040.0,3531.0,6.65,0.00416
zeromq,tcp,5000,64000,1000,600,1,5000.0,3.31068,1510.26576,96.65701,44288.0,52039.75,52992.0,58816.0,204480.0,1245.5,10.0,0.00303
nanomsg,tcp,5000,64000,1000,600,1,5000.0,3.33329,1500.01742,96.00111,36160.0,121490.0,204032.0,208256.0,320064.0,164525.75,6.65,0.00264
nng,tcp,5000,64000,1000,600,1,5000.0,3.33435,1499.54073,95.97061,40896.0,49793.0,54080.0,64320.0,212928.0,3316.75,9.125,0.00495
zeromq,tcp,5000,128000,1000,600,1,5000.0,3.34499,1494.77199,191.33082,63872.0,73228.5,73472.0,123008.0,397568.0,3226.25,13.4,0.00347
nanomsg,tcp,5000,128000,1000,600,1,5000.0,3.39735,1471.74616,188.38351,53952.0,58157.0,58688.0,63808.0,545536.0,763.75,10.0,0.00306
nng,tcp,5000,128000,1000,600,1,5000.0,3.61172,1384.39134,177.20209,65664.0,97608.5,106304.0,120512.0,363584.0,4018.0,18.3125,0.0065
zeromq,tcp,5000,256000,1000,600,1,5000.0,3.37311,1482.31254,379.47201,95808.0,117174.5,113792.0,243584.0,564288.0,3117.25,23.3,0.00441
nanomsg,tcp,5000,256000,1000,600,1,5000.0,4.16906,1199.31125,307.02368,181312.0,204034.75,206976.0,219008.0,671680.0,3149.5,30.0,0.00353
nng,tcp,5000,256000,1000,600,1,5000.0,4.10508,1218.01007,311.81058,110080.0,215518.75,242112.0,295104.0,614144.0,13696.0,33.3,0.00962
zeromq,tcp,5000,512000,1000,600,1,5000.0,3.6396,1373.77982,703.37527,179072.0,203389.5,193408.0,485760.0,1066496.0,3681.0,40.35,0.00634
nanomsg,tcp,5000,512000,1000,600,1,5000.0,5.00292,999.41641,511.7012,426432.0,450180.25,452864.0,471552.0,975104.0,2400.75,56.975,0.00466
nng,tcp,5000,512000,1000,600,1,5000.0,5.17178,966.81632,495.00995,191552.0,456219.5,507520.0,596096.0,1114688.0,14865.0,56.5,0.01524
zeromq,tcp,5000,1000,1000,800,1,5000.0,4.28492,1166.88373,1.16688,22016.0,27170.75,28160.0,30720.0,393152.0,1070.75,4.0625,0.00262
nanomsg,tcp,5000,1000,1000,800,1,5000.0,4.28493,1166.88007,1.16688,17664.0,120594.0,22272.0,87552.0,20489728.0,8699.25,4.0625,0.00215
nng,tcp,5000,1000,1000,800,1,5000.0,4.2891,1165.74761,1.16575,24960.0,34835.25,39616.0,49408.0,107456.0,3922.25,5.0,0.00327
zeromq,tcp,5000,2000,1000,800,1,5000.0,4.28494,1166.87821,2.33376,21504.0,27797.25,28736.0,31424.0,365888.0,1231.5,4.375,0.00263
nanomsg,tcp,5000,2000,1000,800,1,5000.0,4.27799,1168.77781,2.33756,19840.0,6856424.25,12416256.0,13689856.0,13775296.0,826017.5,3.4375,0.00227
nng,tcp,5000,2000,1000,800,1,5000.0,4.29073,1165.30237,2.33061,23552.0,34637.0,40192.0,47040.0,116416.0,4907.75,5.0,0.00326
zeromq,tcp,5000,4000,1000,800,1,5000.0,4.2849,1166.88793,4.66755,23424.0,28658.75,30272.0,32000.0,192384.0,1456.0,3.125,0.00268
nanomsg,tcp,5000,4000,1000,800,1,5000.0,4.28539,1166.75351,4.66702,19840.0,24721.5,26432.0,27648.0,681984.0,1106.25,4.375,0.00212
nng,tcp,5000,4000,1000,800,1,5000.0,4.29022,1165.44319,4.66177,25344.0,35403.5,40704.0,49792.0,136320.0,3866.0,4.6875,0.00326
zeromq,tcp,5000,8000,1000,800,1,5000.0,4.28497,1166.8701,9.33496,25216.0,31271.25,33216.0,34560.0,304896.0,1874.25,4.6875,0.00259
nanomsg,tcp,5000,8000,1000,800,1,5000.0,4.28315,1167.3664,9.33893,23296.0,1739485.0,3444544.0,3448576.0,3705280.0,757456.0,3.125,0.00231
nng,tcp,5000,8000,1000,800,1,5000.0,4.29144,1165.10911,9.32087,24832.0,36308.25,42496.0,51456.0,120192.0,3615.5,5.0,0.00338
zeromq,tcp,5000,16000,1000,800,1,5000.0,4.28507,1166.8429,18.66949,29312.0,34904.5,36480.0,38912.0,472960.0,2259.25,6.5625,0.00269
nanomsg,tcp,5000,16000,1000,800,1,5000.0,4.28602,1166.58315,18.66533,24000.0,457404.25,884288.0,886528.0,1112128.0,342021.0,4.375,0.00231
nng,tcp,5000,16000,1000,800,1,5000.0,4.29594,1163.89037,18.62224,28224.0,37298.25,43904.0,53504.0,133568.0,3461.5,5.3125,0.00368
zeromq,tcp,5000,32000,1000,800,1,5000.0,4.28503,1166.85145,37.33925,33344.0,39241.0,40768.0,43520.0,140736.0,1052.0,6.25,0.0028
nanomsg,tcp,5000,32000,1000,800,1,5000.0,4.29237,1164.85951,37.2755,30400.0,459611.75,889024.0,891136.0,954240.0,566154.75,3.4375,0.0024
nng,tcp,5000,32000,1000,800,1,5000.0,4.32144,1157.02528,37.02481,30912.0,41078.0,46080.0,54080.0,170880.0,3485.5,6.25,0.00409
zeromq,tcp,5000,64000,1000,800,1,5000.0,4.28592,1166.6124,74.66319,45696.0,51361.5,52224.0,57152.0,346816.0,1174.75,7.5,0.00308
nanomsg,tcp,5000,64000,1000,800,1,5000.0,4.33404,1153.65649,73.83402,35968.0,253860.25,468800.0,473280.0,556800.0,427913.5,4.375,0.00261
nng,tcp,5000,64000,1000,800,1,5000.0,4.34434,1150.92561,73.65924,40192.0,49180.5,54720.0,63488.0,231552.0,3804.5,7.5,0.00509
zeromq,tcp,5000,128000,1000,800,1,5000.0,4.34432,1150.9267,147.31862,61376.0,73391.25,73664.0,119808.0,460608.0,2902.0,10.3125,0.00348
nanomsg,tcp,5000,128000,1000,800,1,5000.0,4.41451,1132.63127,144.9768,50880.0,57304.5,58112.0,62272.0,292160.0,950.0,8.125,0.00305
nng,tcp,5000,128000,1000,800,1,5000.0,4.60172,1086.55156,139.0786,66368.0,99019.0,108096.0,135488.0,352576.0,5308.25,15.0,0.00675
zeromq,tcp,5000,256000,1000,800,1,5000.0,4.43344,1127.79218,288.7148,103296.0,117354.0,114496.0,235840.0,576704.0,3226.5,17.5,0.00445
nanomsg,tcp,5000,256000,1000,800,1,5000.0,5.04153,991.80549,253.90221,181248.0,204904.25,207040.0,218816.0,1329216.0,2921.25,25.9375,0.00356
nng,tcp,5000,256000,1000,800,1,5000.0,5.01417,997.17877,255.27776,111424.0,218924.75,242752.0,294656.0,630720.0,13176.0,28.4125,0.00968
zeromq,tcp,5000,512000,1000,800,1,5000.0,4.62934,1080.06869,552.99517,178112.0,203112.0,194688.0,483840.0,1054976.0,3905.25,31.875,0.00642
nanomsg,tcp,5000,512000,1000,800,1,5000.0,6.02758,829.53157,424.72016,426496.0,450469.0,454848.0,470720.0,976000.0,3502.0,47.425,0.00463
nng,tcp,5000,512000,1000,800,1,5000.0,6.21469,804.54511,411.9271,201536.0,462491.75,491072.0,600256.0,1075328.0,15677.75,47.425,0.01548
zeromq,tcp,5000,1000,1000,1000,1,5000.0,5.27708,947.49336,0.94749,21952.0,27460.0,28480.0,31616.0,73664.0,965.75,3.75,0.00257
nanomsg,tcp,5000,1000,1000,1000,1,5000.0,5.2932,944.60882,0.94461,17984.0,21910.75,22272.0,24768.0,135488.0,577.75,2.75,0.00217
nng,tcp,5000,1000,1000,1000,1,5000.0,5.30215,943.01518,0.94301,24320.0,34947.25,39744.0,48448.0,117440.0,3843.25,4.0,0.00325
zeromq,tcp,5000,2000,1000,1000,1,5000.0,5.27729,947.45639,1.89491,23296.0,28161.75,29504.0,32768.0,99392.0,1093.0,2.75,0.00262
nanomsg,tcp,5000,2000,1000,1000,1,5000.0,5.29331,944.58922,1.88918,17472.0,22771.75,23360.0,25856.0,63936.0,766.75,2.5,0.00216
nng,tcp,5000,2000,1000,1000,1,5000.0,5.3052,942.47143,1.88494,24896.0,35239.5,40384.0,49216.0,103680.0,3847.0,4.0,0.00334
zeromq,tcp,5000,4000,1000,1000,1,5000.0,5.27748,947.42175,3.78969,23936.0,29274.0,30976.0,34112.0,91904.0,1282.25,3.0,0.00261
