Library,Protocol,Messages Sent,Payload Length,Pub Delay,Pub Interval,Num Subscribers,Messages Received,Total Time,Throughput,Payload Throughput,Min Latency,Avg Latency,P90 Latency,P99 Latency,Max Latency,Mean Jitter,Median CPU,Median MEM
nanomsg,inproc,5000,128000,1000,200,1,5000.0,1.56145,3202.15757,409.87617,73920.0,83276.25,88320.0,93120.0,300352.0,3858.25,29.9,0.00339
nng,inproc,5000,128000,1000,200,1,5000.0,1.55171,3222.25928,412.44919,74816.0,85391.0,90112.0,99328.0,322240.0,4184.5,29.9,0.0041
zeromq,inproc,5000,256000,1000,200,1,5000.0,1.39502,3584.16956,917.54741,39360.0,46587.75,47552.0,53824.0,376832.0,783.75,20.0,0.00536
nanomsg,inproc,5000,256000,1000,200,1,5000.0,1.4551,3436.19335,879.6655,48768.0,59832.5,54528.0,305280.0,491520.0,1069.5,19.975,0.00454
nng,inproc,5000,256000,1000,200,1,5000.0,1.47428,3391.48576,868.22035,55360.0,64648.25,70976.0,75136.0,484160.0,4295.75,29.9,0.00543
zeromq,inproc,5000,512000,1000,200,1,5000.0,1.53368,3260.14879,1669.19618,81856.0,85733.75,86720.0,99328.0,745280.0,1311.5,29.9,0.00685
nanomsg,inproc,5000,512000,1000,200,1,5000.0,1.66554,3002.06572,1537.05765,101120.0,117673.0,105792.0,633408.0,912448.0,2528.0,39.9,0.00648
nng,inproc,5000,512000,1000,200,1,5000.0,1.76468,2833.37893,1450.69001,119680.0,123371.75,125632.0,131712.0,911168.0,1445.5,47.35,0.00776
zeromq,inproc,5000,1000,1000,400,1,5000.0,2.27231,2200.40206,2.2004,7104.0,9542.0,10240.0,10944.0,138944.0,801.5,7.5,0.00382
nanomsg,inproc,5000,1000,1000,400,1,5000.0,2.27231,2200.39896,2.2004,5312.0,7227.25,7424.0,8064.0,43712.0,303.0,6.25,0.00267
nng,inproc,5000,1000,1000,400,1,5000.0,2.27478,2198.01659,2.19802,10944.0,17527.0,22720.0,23936.0,257792.0,4425.25,6.25,0.00315
zeromq,inproc,5000,2000,1000,400,1,5000.0,2.27236,2200.35632,4.40071,7296.0,9862.25,10624.0,11200.0,28480.0,764.0,6.25,0.00382
nanomsg,inproc,5000,2000,1000,400,1,5000.0,2.27237,2200.34715,4.40069,5824.0,7357.75,7616.0,8064.0,141824.0,336.25,6.25,0.00264
nng,inproc,5000,2000,1000,400,1,5000.0,2.2782,2194.71491,4.38943,10816.0,17146.25,22848.0,24256.0,259008.0,4028.0,5.0,0.00313
zeromq,inproc,5000,4000,1000,400,1,5000.0,2.27243,2200.28667,8.80114,7360.0,10078.75,10752.0,11392.0,32256.0,700.5,5.0,0.00385
nanomsg,inproc,5000,4000,1000,400,1,5000.0,2.27229,2200.42083,8.80169,6144.0,8041.75,8256.0,8640.0,51008.0,266.5,5.0,0.00272
nng,inproc,5000,4000,1000,400,1,5000.0,2.28066,2192.35594,8.76943,11328.0,17245.5,22848.0,24064.0,40320.0,3527.0,5.0,0.00316
zeromq,inproc,5000,8000,1000,400,1,5000.0,2.2724,2200.32131,17.60257,8192.0,11016.25,11712.0,12224.0,34048.0,664.5,5.0,0.00388
nanomsg,inproc,5000,8000,1000,400,1,5000.0,2.27232,2200.39016,17.60312,7232.0,8978.75,9152.0,9664.0,141376.0,329.5,6.25,0.00271
nng,inproc,5000,8000,1000,400,1,5000.0,2.28793,2185.38474,17.48308,12160.0,18902.0,23424.0,28992.0,130432.0,4377.0,5.625,0.00325
zeromq,inproc,5000,16000,1000,400,1,5000.0,2.27316,2199.58457,35.19335,8960.0,12799.0,13440.0,14080.0,160832.0,741.0,5.0,0.00393
nanomsg,inproc,5000,16000,1000,400,1,5000.0,2.27268,2200.04659,35.20074,7616.0,10764.75,11008.0,11392.0,155904.0,352.5,6.875,0.00279
nng,inproc,5000,16000,1000,400,1,5000.0,2.29233,2181.18289,34.89893,12608.0,20442.25,24448.0,31552.0,103104.0,3971.0,5.625,0.00326
zeromq,inproc,5000,32000,1000,400,1,5000.0,2.30194,2172.08594,69.50675,11776.0,16491.0,17152.0,18688.0,138688.0,867.5,5.625,0.00403
nanomsg,inproc,5000,32000,1000,400,1,5000.0,2.29929,2174.58163,69.58661,10048.0,14841.5,15104.0,16704.0,140736.0,424.75,5.0,0.00286
nng,inproc,5000,32000,1000,400,1,5000.0,2.30745,2166.89631,69.34068,15488.0,24176.5,29184.0,33920.0,160768.0,3397.75,6.25,0.00338
zeromq,inproc,5000,64000,1000,400,1,5000.0,2.30772,2166.64115,138.66503,16128.0,21348.0,21888.0,24192.0,312128.0,850.25,7.5,0.00422
nanomsg,inproc,5000,64000,1000,400,1,5000.0,2.30801,2166.36742,138.64751,18112.0,20487.5,20736.0,23104.0,133312.0,268.25,5.0,0.00312
nng,inproc,5000,64000,1000,400,1,5000.0,2.35021,2127.47378,136.15832,23232.0,31261.0,33152.0,37568.0,339776.0,1964.0,8.75,0.00376
zeromq,inproc,5000,128000,1000,400,1,5000.0,2.3604,2118.28653,271.14068,25408.0,36113.75,34560.0,85888.0,359232.0,1239.75,10.0,0.00458
nanomsg,inproc,5000,128000,1000,400,1,5000.0,2.50235,1998.12098,255.75948,67520.0,82661.25,87168.0,91392.0,476992.0,4316.75,18.1125,0.00341
nng,inproc,5000,128000,1000,400,1,5000.0,2.50258,1997.93718,255.73596,75200.0,85535.75,89600.0,97216.0,229952.0,4037.25,20.0,0.00408
zeromq,inproc,5000,256000,1000,400,1,5000.0,2.40013,2083.21862,533.30397,41472.0,46729.75,47424.0,53248.0,373056.0,896.0,10.0,0.00535
nanomsg,inproc,5000,256000,1000,400,1,5000.0,2.45202,2039.13675,522.01901,46976.0,59959.5,54208.0,309440.0,515072.0,1022.5,15.0,0.00455
nng,inproc,5000,256000,1000,400,1,5000.0,2.48211,2014.4155,515.69037,56064.0,65519.75,71296.0,76544.0,504192.0,4568.25,15.0,0.00545
zeromq,inproc,5000,512000,1000,400,1,5000.0,2.50127,1998.98838,1023.48205,76736.0,85837.25,86784.0,96960.0,736896.0,1393.25,20.0,0.00688
nanomsg,inproc,5000,512000,1000,400,1,5000.0,2.59392,1927.7706,987.01855,101952.0,117490.25,105152.0,653184.0,917184.0,1875.75,24.375,0.00647
nng,inproc,5000,512000,1000,400,1,5000.0,2.76473,1808.50997,925.9571,120192.0,124690.0,128064.0,137984.0,923648.0,1605.5,29.9,0.00777
zeromq,inproc,5000,1000,1000,600,1,5000.0,3.27584,1526.32541,1.52632,7232.0,10270.75,10496.0,10944.0,805440.0,1248.25,4.575,0.00383
nanomsg,inproc,5000,1000,1000,600,1,5000.0,3.27129,1528.44894,1.52845,5440.0,7310.5,7552.0,7936.0,29248.0,255.5,3.3,0.00264
nng,inproc,5000,1000,1000,600,1,5000.0,3.28718,1521.06064,1.52106,11392.0,17160.5,22976.0,24512.0,38272.0,3994.75,3.3,0.00317
zeromq,inproc,5000,2000,1000,600,1,5000.0,3.28057,1524.12678,3.04825,7424.0,10108.0,10752.0,11264.0,26496.0,970.25,3.3,0.00381
nanomsg,inproc,5000,2000,1000,600,1,5000.0,3.27516,1526.64166,3.05328,6144.0,7355.0,7616.0,8000.0,26560.0,263.5,3.3,0.00267
nng,inproc,5000,2000,1000,600,1,5000.0,3.28918,1520.13774,3.04028,10816.0,16541.5,22720.0,24448.0,45184.0,3383.5,4.15,0.00316
zeromq,inproc,5000,4000,1000,600,1,5000.0,3.28056,1524.13112,6.09653,7808.0,10368.0,11008.0,11584.0,40448.0,897.25,3.3,0.00386
nanomsg,inproc,5000,4000,1000,600,1,5000.0,3.27525,1526.60121,6.10641,5632.0,8089.75,8384.0,8768.0,31552.0,278.25,3.3,0.00268
nng,inproc,5000,4000,1000,600,1,5000.0,3.29146,1519.086,6.07634,11136.0,16837.75,22976.0,24704.0,38848.0,3204.75,3.3,0.00315
zeromq,inproc,5000,8000,1000,600,1,5000.0,3.28261,1523.1749,12.1854,8576.0,11284.25,11840.0,12480.0,48320.0,859.25,3.3,0.00386
nanomsg,inproc,5000,8000,1000,600,1,5000.0,3.28046,1524.17478,12.1934,6464.0,9012.25,9216.0,9792.0,36032.0,282.0,4.15,0.00273
nng,inproc,5000,8000,1000,600,1,5000.0,3.29303,1518.35681,12.14686,11840.0,18611.25,23616.0,29056.0,50432.0,4129.25,3.3,0.00326
zeromq,inproc,5000,16000,1000,600,1,5000.0,3.28876,1520.33056,24.32529,9728.0,12944.0,13504.0,14080.0,43520.0,850.25,4.15,0.00393
nanomsg,inproc,5000,16000,1000,600,1,5000.0,3.2851,1522.02536,24.35241,7616.0,10803.75,11008.0,11456.0,68928.0,298.75,3.3,0.00277
nng,inproc,5000,16000,1000,600,1,5000.0,3.29989,1515.204,24.24326,12608.0,21437.25,28608.0,33216.0,56320.0,5411.0,4.575,0.00328
zeromq,inproc,5000,32000,1000,600,1,5000.0,3.30194,1514.26418,48.45646,12096.0,16654.0,17216.0,18688.0,90752.0,962.75,3.3,0.00404
nanomsg,inproc,5000,32000,1000,600,1,5000.0,3.29959,1515.33843,48.49083,9792.0,14897.25,15168.0,16832.0,76864.0,364.75,3.3,0.00287
nng,inproc,5000,32000,1000,600,1,5000.0,3.31262,1509.38159,48.30021,15232.0,26405.75,33792.0,36672.0,81472.0,4828.5,6.7,0.00347
zeromq,inproc,5000,64000,1000,600,1,5000.0,3.32012,1505.96885,96.38201,17280.0,21504.25,22016.0,24128.0,116224.0,888.5,4.15,0.00422
nanomsg,inproc,5000,64000,1000,600,1,5000.0,3.32196,1505.1359,96.3287,15360.0,20511.0,20736.0,22848.0,128064.0,369.25,3.725,0.00311
nng,inproc,5000,64000,1000,600,1,5000.0,3.33312,1500.09535,96.00611,22720.0,33602.5,37760.0,41216.0,171200.0,3142.75,6.7,0.00372
zeromq,inproc,5000,128000,1000,600,1,5000.0,3.34424,1495.10933,191.37399,24768.0,36041.0,34560.0,83648.0,216384.0,1454.25,6.7,0.00458
nanomsg,inproc,5000,128000,1000,600,1,5000.0,3.56638,1401.98041,179.45349,68032.0,82858.75,87936.0,91712.0,278400.0,3899.0,12.475,0.00343
nng,inproc,5000,128000,1000,600,1,5000.0,3.56585,1402.18886,179.48017,76480.0,91302.0,95488.0,106112.0,259584.0,4176.75,14.125,0.00409
zeromq,inproc,5000,256000,1000,600,1,5000.0,3.33854,1497.65955,383.40085,35712.0,46768.25,47360.0,52224.0,379968.0,949.75,8.35,0.00536
nanomsg,inproc,5000,256000,1000,600,1,5000.0,3.44855,1449.88184,371.16975,49920.0,60009.25,54144.0,309376.0,488384.0,918.0,10.0,0.00455
nng,inproc,5000,256000,1000,600,1,5000.0,3.47725,1437.91805,368.10702,56192.0,65852.0,70656.0,77696.0,487232.0,4693.0,11.65,0.00543
zeromq,inproc,5000,512000,1000,600,1,5000.0,3.53031,1416.3068,725.14908,76544.0,85531.25,86784.0,95616.0,721344.0,1459.75,13.3,0.00686
nanomsg,inproc,5000,512000,1000,600,1,5000.0,3.66945,1362.60327,697.65288,102144.0,117691.25,105920.0,624256.0,961344.0,1955.5,16.6,0.00647
nng,inproc,5000,512000,1000,600,1,5000.0,3.75111,1332.93731,682.4639,119040.0,123156.5,125056.0,131136.0,921600.0,1526.0,20.4125,0.00776
zeromq,inproc,5000,1000,1000,800,1,5000.0,4.28204,1167.66891,1.16767,7232.0,9804.0,10496.0,11904.0,29184.0,977.25,2.5,0.00385
nanomsg,inproc,5000,1000,1000,800,1,5000.0,4.27515,1169.5498,1.16955,6336.0,7331.5,7552.0,8960.0,28032.0,272.25,2.5,0.00264
nng,inproc,5000,1000,1000,800,1,5000.0,4.28507,1166.8421,1.16684,10752.0,18238.0,23040.0,24448.0,44928.0,4447.75,3.125,0.00314
zeromq,inproc,5000,2000,1000,800,1,5000.0,4.2849,1166.88729,2.33377,7296.0,10100.75,10752.0,11456.0,29184.0,976.5,2.5,0.00388
nanomsg,inproc,5000,2000,1000,800,1,5000.0,4.27725,1168.97548,2.33795,6272.0,7451.5,7680.0,8960.0,28800.0,293.25,2.5,0.00267
nng,inproc,5000,2000,1000,800,1,5000.0,4.28506,1166.84366,2.33369,11520.0,18468.75,23296.0,24576.0,41280.0,4476.0,4.0625,0.00313
zeromq,inproc,5000,4000,1000,800,1,5000.0,4.28497,1166.86977,4.66748,7680.0,10405.5,11008.0,11968.0,83648.0,912.5,2.5,0.0038
nanomsg,inproc,5000,4000,1000,800,1,5000.0,4.28043,1168.10765,4.67243,6720.0,8237.5,8448.0,10176.0,64896.0,330.0,2.5,0.00266
nng,inproc,5000,4000,1000,800,1,5000.0,4.28495,1166.87416,4.6675,11456.0,18890.5,23232.0,24704.0,36864.0,4331.25,3.75,0.00318
zeromq,inproc,5000,8000,1000,800,1,5000.0,4.28504,1166.85025,9.3348,8320.0,11340.75,11968.0,12736.0,35520.0,869.5,2.5,0.00387
nanomsg,inproc,5000,8000,1000,800,1,5000.0,4.28482,1166.91139,9.33529,7616.0,9047.5,9280.0,9792.0,33024.0,250.0,2.5,0.00268
nng,inproc,5000,8000,1000,800,1,5000.0,4.28504,1166.84959,9.3348,12032.0,19639.0,23936.0,28864.0,49600.0,4364.75,4.375,0.00325
zeromq,inproc,5000,16000,1000,800,1,5000.0,4.28589,1166.61934,18.66591,8512.0,13575.25,13632.0,14528.0,1035072.0,1279.0,2.5,0.00393
nanomsg,inproc,5000,16000,1000,800,1,5000.0,4.28509,1166.83647,18.66938,8768.0,10813.75,11008.0,11648.0,47872.0,279.25,2.5,0.00276
nng,inproc,5000,16000,1000,800,1,5000.0,4.28519,1166.81078,18.66897,13376.0,21050.25,25344.0,32640.0,54720.0,4688.25,3.4375,0.00329
zeromq,inproc,5000,32000,1000,800,1,5000.0,4.28507,1166.84067,37.3389,11200.0,16736.0,17344.0,17984.0,69184.0,908.5,4.375,0.00402
nanomsg,inproc,5000,32000,1000,800,1,5000.0,4.28523,1166.79914,37.33757,12992.0,14840.0,15104.0,15616.0,71040.0,286.75,2.8125,0.00291
nng,inproc,5000,32000,1000,800,1,5000.0,4.29546,1164.02097,37.24867,16192.0,26464.75,33664.0,36352.0,83520.0,4923.25,4.6875,0.00344
zeromq,inproc,5000,64000,1000,800,1,5000.0,4.317,1158.21274,74.12561,15808.0,21489.5,22016.0,24192.0,124416.0,867.0,3.4375,0.00419
nanomsg,inproc,5000,64000,1000,800,1,5000.0,4.31754,1158.06674,74.11627,17856.0,20484.0,20736.0,22848.0,130432.0,290.5,3.125,0.00311
nng,inproc,5000,64000,1000,800,1,5000.0,4.33772,1152.67868,73.77143,22464.0,35093.25,40448.0,43840.0,144000.0,4044.5,5.0,0.00368
zeromq,inproc,5000,128000,1000,800,1,5000.0,4.36703,1144.94356,146.55278,23872.0,36219.75,34944.0,84224.0,225216.0,1566.25,5.0,0.00455
nanomsg,inproc,5000,128000,1000,800,1,5000.0,4.55942,1096.63042,140.36869,68224.0,82214.0,87232.0,91008.0,287936.0,3791.5,10.0,0.00341
nng,inproc,5000,128000,1000,800,1,5000.0,4.55566,1097.53631,140.48465,75840.0,91613.5,96960.0,108800.0,232384.0,4678.25,11.875,0.0041
zeromq,inproc,5000,256000,1000,800,1,5000.0,4.38925,1139.14881,291.6221,38400.0,46981.75,47616.0,51520.0,382912.0,983.0,7.5,0.00537
nanomsg,inproc,5000,256000,1000,800,1,5000.0,4.44984,1123.63475,287.65049,50816.0,59869.0,54400.0,303744.0,500480.0,984.0,7.5,0.00459
nng,inproc,5000,256000,1000,800,1,5000.0,4.47604,1117.05782,285.9668,56256.0,65901.75,71360.0,75328.0,505856.0,4105.25,9.375,0.00542
zeromq,inproc,5000,512000,1000,800,1,5000.0,4.53177,1103.32292,564.90133,79104.0,85529.0,86912.0,94464.0,732480.0,1611.5,11.25,0.00688
nanomsg,inproc,5000,512000,1000,800,1,5000.0,4.6629,1072.29709,549.01611,100544.0,116891.25,105344.0,625536.0,885888.0,2508.5,12.5,0.00647
nng,inproc,5000,512000,1000,800,1,5000.0,4.76275,1049.81537,537.50547,119232.0,124387.25,126848.0,140096.0,912000.0,1649.25,17.5,0.00769
zeromq,inproc,5000,1000,1000,1000,1,5000.0,5.27694,947.51862,0.94752,7936.0,10313.75,10560.0,11648.0,27584.0,290.5,2.0,0.00384
nanomsg,inproc,5000,1000,1000,1000,1,5000.0,5.27667,947.5679,0.94756,5632.0,7466.25,7680.0,8128.0,88576.0,272.5,2.0,0.00266
nng,inproc,5000,1000,1000,1000,1,5000.0,5.2859,945.9136,0.94591,11008.0,18271.0,23360.0,25216.0,38656.0,4248.25,2.0,0.00316
zeromq,inproc,5000,2000,1000,1000,1,5000.0,5.27704,947.50119,1.895,7616.0,10565.0,10944.0,11904.0,29632.0,341.5,2.0,0.00385
nanomsg,inproc,5000,2000,1000,1000,1,5000.0,5.2767,947.56276,1.89512,6016.0,7533.25,7744.0,8384.0,28032.0,274.75,2.0,0.00267
nng,inproc,5000,2000,1000,1000,1,5000.0,5.28883,945.38897,1.89078,11328.0,18203.75,23296.0,25344.0,49216.0,4264.5,2.0,0.00316
zeromq,inproc,5000,4000,1000,1000,1,5000.0,5.27714,947.48445,3.78994,8512.0,10920.5,11264.0,12672.0,36096.0,315.0,2.0,0.00386
nanomsg,inproc,5000,4000,1000,1000,1,5000.0,5.27667,947.56729,3.79027,6272.0,8178.25,8448.0,9024.0,32832.0,258.25,2.0,0.00267
nng,inproc,5000,4000,1000,1000,1,5000.0,5.29295,944.65287,3.77861,11520.0,18848.0,23616.0,25216.0,46208.0,4246.5,2.0,0.00321
zeromq,inproc,5000,8000,1000,1000,1,5000.0,5.28211,946.5911,7.57273,8704.0,11828.5,12224.0,14016.0,38592.0,426.75,2.0,0.00387
nanomsg,inproc,5000,8000,1000,1000,1,5000.0,5.27674,947.55416,7.58043,7424.0,8982.5,9216.0,9920.0,311680.0,371.25,2.0,0.00271
nng,inproc,5000,8000,1000,1000,1,5000.0,5.29317,944.61286,7.5569,11840.0,19547.0,23872.0,30080.0,50944.0,4146.25,2.75,0.00321
zeromq,inproc,5000,16000,1000,1000,1,5000.0,5.29293,944.6558,15.11449,9920.0,13455.25,13760.0,14656.0,39808.0,300.75,2.5,0.00391
nanomsg,inproc,5000,16000,1000,1000,1,5000.0,5.27787,947.3519,15.15763,8768.0,10952.25,11264.0,13312.0,48512.0,444.75,2.0,0.00276
nng,inproc,5000,16000,1000,1000,1,5000.0,5.29539,944.21675,15.10747,13248.0,21022.75,26496.0,32896.0,63232.0,4945.5,2.75,0.00327
zeromq,inproc,5000,32000,1000,1000,1,5000.0,5.30182,943.07172,30.17829,12800.0,17345.5,17664.0,19648.0,63552.0,510.5,2.0,0.00397
nanomsg,inproc,5000,32000,1000,1000,1,5000.0,5.29326,944.59686,30.2271,9600.0,14935.75,15168.0,15808.0,75328.0,298.0,2.75,0.00289
nng,inproc,5000,32000,1000,1000,1,5000.0,5.31278,941.12684,30.11606,16064.0,26723.0,33856.0,36608.0,84160.0,5054.5,4.0,0.00343
zeromq,inproc,5000,64000,1000,1000,1,5000.0,5.33181,937.76695,60.01709,15232.0,25321.5,25920.0,26560.0,115904.0,447.5,2.75,0.00423
nanomsg,inproc,5000,64000,1000,1000,1,5000.0,5.33187,937.75756,60.01648,16448.0,23654.0,24128.0,24640.0,137280.0,438.25,2.0,0.0031
nng,inproc,5000,64000,1000,1000,1,5000.0,5.33953,936.41166,59.93035,22656.0,35606.0,40896.0,44032.0,142336.0,4290.0,4.0,0.00366
zeromq,inproc,5000,128000,1000,1000,1,5000.0,5.36587,931.81627,119.27249,26048.0,36305.25,34752.0,83712.0,223936.0,1202.25,4.0,0.00459
nanomsg,inproc,5000,128000,1000,1000,1,5000.0,5.55349,900.33515,115.2429,68224.0,82625.25,88128.0,92608.0,288320.0,4354.0,8.0,0.00342
nng,inproc,5000,128000,1000,1000,1,5000.0,5.55704,899.75925,115.16918,77824.0,91299.25,94656.0,104256.0,240320.0,4533.25,10.0,0.00408
zeromq,inproc,5000,256000,1000,1000,1,5000.0,5.40006,925.9152,237.03429,37376.0,47423.25,48000.0,52352.0,381312.0,714.5,6.0,0.00535
nanomsg,inproc,5000,256000,1000,1000,1,5000.0,5.44337,918.54936,235.14864,46784.0,59893.25,54656.0,296192.0,501184.0,989.0,6.0,0.00457
nng,inproc,5000,256000,1000,1000,1,5000.0,5.47694,912.91809,233.70703,56448.0,65373.75,70144.0,76352.0,497728.0,4142.75,8.0,0.00542
zeromq,inproc,5000,512000,1000,1000,1,5000.0,5.53405,903.49713,462.59053,74944.0,86180.5,87168.0,97152.0,710784.0,1471.25,10.0,0.00685
nanomsg,inproc,5000,512000,1000,1000,1,5000.0,5.6701,881.81815,451.49089,100992.0,117736.75,105920.0,637312.0,957504.0,2278.5,11.0,0.00648
nng,inproc,5000,512000,1000,1000,1,5000.0,5.75934,868.15593,444.49583,118592.0,123973.25,126528.0,142848.0,963072.0,2048.0,14.0,0.00771
zeromq,ipc,5000,1000,1000,0,2,5000.0,0.27778,17999.79605,17.9998,19328.0,24779.5,26464.0,31744.0,300192.0,1056.25,44.9625,0.00383
nanomsg,ipc,5000,1000,1000,0,2,5000.0,0.28217,17719.81522,17.71982,10592.0,18817.5,23168.0,35648.0,450176.0,3366.5,39.5375,0.00323
nng,ipc,5000,1000,1000,0,2,5000.0,0.33386,14976.78718,14.97679,20064.0,36533.625,44608.0,59712.0,482528.0,7592.125,99.275,0.00483
zeromq,ipc,5000,2000,1000,0,2,5000.0,0.2779,17992.4162,35.98483,20736.0,24958.125,27296.0,36224.0,197920.0,960.625,41.7,0.00389
nanomsg,ipc,5000,2000,1000,0,2,5000.0,0.28236,17708.08385,35.41617,10976.0,18268.125,23232.0,33696.0,204000.0,3094.125,38.4375,0.00319
nng,ipc,5000,2000,1000,0,2,5000.0,0.33573,14893.05836,29.78612,20992.0,37115.0,45280.0,62016.0,468544.0,7721.0,96.7,0.00486
zeromq,ipc,5000,4000,1000,0,2,5000.0,0.27805,17982.50571,71.93003,20768.0,25462.875,27776.0,36864.0,283488.0,1002.125,40.325,0.00388
nanomsg,ipc,5000,4000,1000,0,2,5000.0,0.28584,17492.38433,69.96954,12256.0,18892.5,21568.0,31616.0,316064.0,2718.125,37.25,0.00327
nng,ipc,5000,4000,1000,0,2,5000.0,0.33855,14769.16811,59.07668,21856.0,37842.125,46368.0,62944.0,431104.0,7900.0,96.775,0.00496
zeromq,ipc,5000,8000,1000,0,2,5000.0,0.27825,17969.34578,143.75476,21472.0,27188.625,31776.0,42400.0,247136.0,1711.75,41.8125,0.00396
nanomsg,ipc,5000,8000,1000,0,2,5000.0,0.2919,17129.36357,137.03491,13440.0,18888.5,20256.0,30432.0,233856.0,2089.0,43.4125,0.00329
nng,ipc,5000,8000,1000,0,2,5000.0,0.34074,14674.1384,117.39311,22592.0,38888.0,47360.0,66400.0,538464.0,8178.0,106.7,0.00532
zeromq,ipc,5000,16000,1000,0,2,5000.0,0.27953,17886.98323,286.19173,27456.0,36756.5,39968.0,57408.0,506208.0,2621.875,63.15,0.00409
nanomsg,ipc,5000,16000,1000,0,2,5000.0,0.29618,16881.6873,270.10699,16352.0,23707.0,28576.0,40512.0,446816.0,2206.375,48.8,0.0034
nng,ipc,5000,16000,1000,0,2,5000.0,0.35455,14102.37598,225.63801,24864.0,42117.875,50880.0,71520.0,558912.0,8611.5,113.975,0.00591
zeromq,ipc,5000,32000,1000,0,2,5000.0,0.29512,16942.38077,542.15618,32672.0,39527.5,46464.0,64256.0,235616.0,2587.875,67.8125,0.00443
nanomsg,ipc,5000,32000,1000,0,2,4999.75,0.32278,15490.06292,495.68201,21056.0,35018.5,43648.0,54560.0,337152.0,6050.875,85.7875,0.00346
nng,ipc,5000,32000,1000,0,2,5000.0,0.37609,13295.36376,425.45164,29888.0,48613.0,58496.0,80128.0,542560.0,9350.625,111.675,0.00727
zeromq,ipc,5000,64000,1000,0,2,5000.0,0.32475,15397.17589,985.41926,35264.0,67531.75,86816.0,120128.0,425280.0,13802.75,169.15,0.005
nanomsg,ipc,5000,64000,1000,0,2,4999.0,0.3658,13666.91085,874.68229,29216.0,44381.0,51872.0,62624.0,301440.0,3973.0,90.7875,0.00353
nng,ipc,5000,64000,1000,0,2,5000.0,0.43143,11589.60511,741.73473,41120.0,63829.125,76192.0,104384.0,507776.0,10438.0,133.95,0.00949
zeromq,ipc,5000,128000,1000,0,2,5000.0,0.41844,11949.82022,1529.57699,48192.0,106744.375,150496.0,198976.0,612896.0,27215.375,164.1375,0.00588
nanomsg,ipc,5000,128000,1000,0,2,4897.625,0.44931,10901.94198,1395.44857,39872.0,110398.0,233856.0,385696.0,564736.0,26824.125,80.05,0.00312
nng,ipc,5000,128000,1000,0,2,5000.0,0.57742,8659.25432,1108.38455,62560.0,101168.375,129792.0,190144.0,589184.0,20584.25,153.925,0.01406
zeromq,ipc,5000,256000,1000,0,2,4999.875,0.64858,7718.42944,1975.91794,77248.0,342423.25,625824.0,1055264.0,1513600.0,69715.375,180.375,0.00784
nanomsg,ipc,5000,256000,1000,0,2,4956.625,1.34485,3688.60065,944.28177,134720.0,237376.25,264960.0,485984.0,2189248.0,20501.875,126.6625,0.00415
nng,ipc,5000,256000,1000,0,2,4996.125,0.99115,5051.75766,1293.24996,100736.0,326491.625,473728.0,2218432.0,3209504.0,86008.75,172.3,0.02562
zeromq,ipc,5000,512000,1000,0,2,4633.75,1.25747,3685.01245,1886.72638,825824.0,56987723.75,95057696.0,106191744.0,108174528.0,167959.25,191.3,0.00831
nanomsg,ipc,5000,512000,1000,0,2,4891.125,2.46801,1982.238,1014.90586,158432.0,505599.625,582720.0,1028384.0,2097312.0,88560.75,139.4,0.00694
nng,ipc,5000,512000,1000,0,2,4051.875,1.42621,2840.93086,1454.5566,824608.0,4792894.5,5553280.0,6215776.0,7213440.0,233824.375,189.2375,0.0543
zeromq,ipc,5000,1000,1000,200,2,5000.0,1.25007,3999.76464,3.99977,18944.0,25464.25,27872.0,31648.0,400608.0,1257.125,22.425,0.00385
nanomsg,ipc,5000,1000,1000,200,2,5000.0,1.25094,3997.00238,3.997,12064.0,16917.75,18496.0,28320.0,165248.0,2832.375,13.7,0.00319
nng,ipc,5000,1000,1000,200,2,5000.0,1.33284,3751.38797,3.75139,20736.0,35216.125,42848.0,53632.0,323136.0,7039.0,27.25,0.00481
zeromq,ipc,5000,2000,1000,200,2,5000.0,1.25005,3999.83704,7.99967,19584.0,26007.375,27584.0,33056.0,316928.0,1310.75,21.1875,0.00386
nanomsg,ipc,5000,2000,1000,200,2,5000.0,1.25113,3996.37661,7.99275,12416.0,17662.125,19488.0,31008.0,179232.0,2865.875,19.9375,0.00321
nng,ipc,5000,2000,1000,200,2,5000.0,1.33444,3746.90249,7.49381,21472.0,36229.5,43776.0,56480.0,316672.0,7998.875,27.25,0.00489
zeromq,ipc,5000,4000,1000,200,2,5000.0,1.25037,3998.80224,15.99521,20704.0,26742.875,28480.0,37888.0,396384.0,1855.25,21.15,0.00381
nanomsg,ipc,5000,4000,1000,200,2,5000.0,1.25094,3996.99206,15.98797,13088.0,19384.125,20800.0,34304.0,439136.0,2754.75,17.4,0.00323
nng,ipc,5000,4000,1000,200,2,5000.0,1.33709,3739.47067,14.95788,21472.0,36538.5,44384.0,55872.0,287648.0,7624.125,29.7,0.00487
zeromq,ipc,5000,8000,1000,200,2,5000.0,1.25055,3998.23688,31.98589,21504.0,27966.5,29280.0,35264.0,331776.0,1085.625,19.95,0.0039
nanomsg,ipc,5000,8000,1000,200,2,5000.0,1.25082,3997.39952,31.9792,13344.0,19774.75,22112.0,30528.0,325536.0,2298.25,17.4375,0.00328
nng,ipc,5000,8000,1000,200,2,5000.0,1.34046,3730.06641,29.84053,22336.0,37334.125,45344.0,57920.0,317152.0,7740.875,27.25,0.00516
